REGION,TYPE OF OFFENCE,2007Q1,2007Q2,2007Q3,2007Q4,2008Q1,2008Q2,2008Q3,2008Q4,2009Q1,2009Q2,2009Q3,2009Q4
Viborg,"Offences against property, total",1208,1137,1093,1380,1185,1095,1218,1199,1150,1153,1398,1404
Viborg,Forgery,4,5,10,7,1,1,6,6,2,10,6,6
Viborg,Cheque forgery,1,0,0,0,0,0,0,3,0,1,5,2
Viborg,Arson,4,8,2,0,2,2,2,1,4,1,1,4
Viborg,Burglary - business and community,108,98,74,81,93,72,121,94,118,129,153,120
Viborg,Residential burglaries,137,80,127,181,156,80,117,157,154,87,92,226
Viborg,Burglary (uninhabited buildings),16,26,20,33,53,33,26,43,33,41,46,43
Viborg,Theft from conveyances,164,121,100,141,127,103,106,105,58,60,127,109
Viborg,"Shoplifting, etc.",47,35,41,72,69,64,39,61,60,59,55,51
Viborg,Other kinds of theft,225,293,272,326,273,319,335,300,247,265,341,324
Viborg,Theft of/taking vehicle without the owners consent (TWOC),76,45,64,58,49,45,67,75,59,51,82,63
Viborg,Theft of/taking moped without the owners consent (TWOC),30,43,30,32,24,20,24,31,20,23,21,24
Viborg,Theft of/taking bicycle without the owners consent (TWOC),173,200,200,219,118,165,191,149,175,219,257,218
Viborg,Theft of/taking other objects without the owners consent (TWOC),25,32,36,29,26,33,46,41,54,54,52,55
Viborg,Theft by finding,2,2,1,0,2,2,4,2,2,2,2,1
Viborg,Embezzlement,0,0,0,1,0,0,0,1,0,0,1,0
Viborg,Fraud,22,10,14,19,19,15,19,13,17,15,30,23
Viborg,Fraud by cheque,0,1,0,0,0,0,1,1,0,0,8,2
Viborg,Fraud by abuse of position,0,0,0,0,2,0,2,0,0,0,0,0
Viborg,Blackmail and usury,0,1,0,0,0,0,0,2,0,0,1,1
Viborg,Fraud against creditors,1,0,1,1,0,1,0,0,0,2,1,4
Viborg,Handling stolen goods,7,11,3,3,6,5,1,1,5,6,5,0
Viborg,Robbery,1,4,1,4,8,6,4,9,2,3,7,8
Viborg,Aggravated tax evasion etc.,0,0,1,1,0,2,1,2,7,1,0,1
Viborg,Malicious damage to property,165,122,96,172,157,127,106,101,132,123,104,119
Viborg,Receiving stolen goods by negligence,0,0,0,0,0,0,0,0,1,0,0,0
Viborg,Offence against and infringement of property,0,0,0,0,0,0,0,1,0,1,1,0
Viborg,"Other offences, total",22,25,19,11,24,13,15,29,22,17,22,12
Viborg,"Offences against public authority, etc.",1,5,2,4,2,2,2,4,6,6,5,1
Viborg,Offences by public servants,1,0,0,0,1,0,0,0,0,0,0,0
Viborg,Perjury,0,1,1,0,0,2,0,1,2,1,5,2
Viborg,Any other kind of false statement,3,3,2,5,3,1,2,4,4,1,0,1
Viborg,Offences concerning money and evidence,1,3,2,1,10,0,1,0,1,0,3,0
Viborg,"Trafficking of drugs, etc.",3,2,2,1,1,2,1,6,3,3,2,2
Viborg,Smuggling etc. of drugs,0,0,0,0,0,0,0,0,0,0,0,0
Viborg,General public offences etc.,0,0,0,0,0,0,1,0,1,1,1,2
Viborg,"Illegal trade, etc.",0,0,0,0,0,0,0,0,0,0,2,0
Viborg,Family relation offences,0,0,0,0,0,0,0,0,0,0,0,0
Viborg,Involuntary manslaughter etc. in connection with traffic accident,0,1,1,0,3,1,2,1,1,1,0,1
Viborg,Non-molestation order (Repealed in 2012),9,7,7,0,0,2,5,12,3,1,2,0
Viborg,Invasion of privacy and defamation,4,3,2,0,4,3,1,1,1,3,2,3
Viborg,"Special acts, total",229,276,204,211,240,299,201,236,312,245,211,214
Viborg,Euphoriants Act,77,70,41,71,85,68,54,63,56,50,66,47
Viborg,The Offensive Weapons Act,28,26,19,17,25,17,29,33,24,33,26,15
Viborg,"Tax legislation and fiscal acts, etc.",2,6,0,7,6,10,6,0,6,2,4,0
Viborg,Other special acts in criminal law,52,97,66,61,54,115,54,78,84,76,63,75
Viborg,Health and social security legislation,12,7,17,11,20,13,7,9,17,12,7,8
Viborg,Building and housing legislation,0,0,0,0,2,1,0,0,1,0,0,1
Viborg,The environmental protection act,10,2,2,1,10,13,7,8,6,12,8,3
Viborg,"Legislation on animals, hunting, etc.",30,39,43,25,23,35,30,30,33,31,26,44
Viborg,"Legislation on employment, transport, etc.",13,23,14,13,9,22,10,10,75,21,10,12
Viborg,The Companies Act,0,1,1,2,0,2,1,0,0,1,1,1
Viborg,Legislation on the national defence,2,1,0,0,0,0,0,1,0,2,0,0
Viborg,Legislation applying to public utilities,1,0,0,0,0,0,0,1,1,1,0,0
Viborg,"Legislation on gambling, licencing, trade",2,4,1,3,6,3,3,3,9,4,0,8
Viborg,Any other special legislation,0,0,0,0,0,0,0,0,0,0,0,0
Viborg,"Special legislation, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Region Nordjylland,"Nature of the offence, total",10261,10738,10885,11501,10582,11290,12007,11572,11236,11779,12326,11553
Region Nordjylland,"Penal Code, total",8970,9298,9570,10107,9178,9926,10763,10256,9759,9928,10625,10171
Region Nordjylland,"Penal code, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Region Nordjylland,"Sexual offenses, total",59,70,69,61,50,44,70,69,63,65,54,46
Region Nordjylland,"Incest, etc.",1,0,0,3,5,1,4,1,1,5,2,0
Region Nordjylland,"Rape, etc.",16,18,11,18,3,6,18,18,12,10,10,9
Region Nordjylland,Heterosexual offence against a child under 12 (Repealed in 2013),4,6,3,3,8,6,3,2,2,3,2,8
Region Nordjylland,Sexual offence against a child under 12 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Region Nordjylland,Any other kind of heterosexual offence (Repealed in 2013),1,7,11,10,7,7,10,12,7,10,5,7
Region Nordjylland,Sexual offence against a child under 15 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Region Nordjylland,Any other kind of sexual offence (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Region Nordjylland,Homosexual offence against a child under 12 (Repealed in 2013),0,1,0,0,0,0,0,0,1,0,0,0
Region Nordjylland,Any other kind of homosexual offence (Repealed in 2013),0,2,3,0,0,0,0,1,2,0,0,0
Region Nordjylland,Offence against public decency by groping,14,5,9,5,3,7,7,11,9,5,11,7
Region Nordjylland,Offence against public decency by indecent exposure,5,17,11,4,5,3,9,8,9,12,11,3
Region Nordjylland,Any other kind of offence against public decency,13,12,16,16,9,7,16,15,15,11,12,9
Region Nordjylland,"Prostitution, etc.",5,2,5,2,10,7,3,1,5,9,1,3
Region Nordjylland,"Crimes of violence, total",399,433,424,419,384,434,383,376,354,411,398,410
Region Nordjylland,Violence against public authority,51,58,38,60,57,71,65,35,33,52,54,53
Region Nordjylland,Unlawful assembly/disturbance of public order,0,0,0,0,0,0,0,0,0,0,0,1
Region Nordjylland,Homicide,0,3,0,3,0,1,0,3,0,3,1,0
Region Nordjylland,Attempted homicide,2,5,5,3,0,8,1,1,2,1,2,5
Region Nordjylland,Coercive control,0,0,0,0,0,0,0,0,0,0,0,0
Region Nordjylland,Common assault,224,246,270,223,223,244,206,223,203,223,200,236
Region Nordjylland,Assault causing actual bodily harm,25,29,26,33,34,29,34,41,23,19,34,31
Region Nordjylland,Particularly aggravated assault,2,10,1,0,0,0,0,0,0,0,2,1
Region Nordjylland,Unprovoked assault,0,0,0,0,0,0,0,0,0,0,0,0
Region Nordjylland,Any other kind of intentional trespass to the person,0,0,0,0,0,0,0,0,0,0,0,0
Region Nordjylland,Intentional bodily harm,0,0,0,0,0,0,0,0,0,0,0,0
Region Nordjylland,Causing death or bodily harm by negligence,2,0,1,2,0,1,1,0,0,0,2,1
Region Nordjylland,Offences against life and limb,11,11,4,6,2,5,8,12,9,18,7,4
Region Nordjylland,Offences against personal liberty,7,1,2,10,3,8,4,3,6,7,5,4
Region Nordjylland,Threats,75,70,77,79,65,67,64,58,78,88,91,74
Region Nordjylland,"Offences against property, total",8417,8697,8964,9538,8631,9359,10206,9706,9202,9333,10034,9594
Region Nordjylland,Forgery,31,33,31,21,22,15,39,28,45,21,30,23
Region Nordjylland,Cheque forgery,12,15,7,5,3,5,7,9,13,5,3,1
Region Nordjylland,Arson,32,15,31,25,23,17,26,29,40,42,25,30
Region Nordjylland,Burglary - business and community,833,752,694,812,756,776,939,1034,1073,1000,1075,1032
Region Nordjylland,Residential burglaries,719,643,746,948,872,815,867,1029,1051,799,866,1127
Region Nordjylland,Burglary (uninhabited buildings),732,543,469,728,712,650,534,684,788,563,588,920
Region Nordjylland,Theft from conveyances,693,799,824,1034,619,809,822,705,539,651,745,633
Region Nordjylland,"Shoplifting, etc.",408,356,346,407,351,359,342,378,448,380,460,381
Region Nordjylland,Other kinds of theft,1820,2072,2199,2278,1978,2614,2780,2446,2105,2429,2383,2289
Region Nordjylland,Theft of/taking vehicle without the owners consent (TWOC),470,441,485,581,540,500,664,547,494,504,536,484
Region Nordjylland,Theft of/taking moped without the owners consent (TWOC),187,248,270,190,153,200,215,174,121,153,215,153
Region Nordjylland,Theft of/taking bicycle without the owners consent (TWOC),954,1337,1449,1180,1022,1326,1511,1179,1078,1432,1688,1117
Region Nordjylland,Theft of/taking other objects without the owners consent (TWOC),193,306,317,243,272,304,411,332,276,318,379,289
Region Nordjylland,Theft by finding,17,14,13,24,26,19,8,15,24,13,12,8
Region Nordjylland,Embezzlement,10,2,4,8,1,4,6,4,7,7,5,5
Region Nordjylland,Fraud,114,116,145,106,167,112,144,142,136,175,148,223
Region Nordjylland,Fraud by cheque,2,5,9,4,6,8,5,12,2,3,2,4
Region Nordjylland,Fraud by abuse of position,2,0,2,3,8,0,1,2,1,2,2,2
Region Nordjylland,Blackmail and usury,8,3,7,8,0,2,5,3,0,3,3,5
Region Nordjylland,Fraud against creditors,1,4,0,1,0,1,1,0,2,5,5,2
Region Nordjylland,Handling stolen goods,35,30,45,20,39,29,31,34,42,32,40,34
Region Nordjylland,Robbery,31,32,36,54,53,40,38,58,37,45,33,58
Region Nordjylland,Aggravated tax evasion etc.,13,3,6,1,8,3,8,12,8,7,5,11
Region Nordjylland,Malicious damage to property,1096,924,823,853,997,748,798,844,863,735,778,759
Region Nordjylland,Receiving stolen goods by negligence,1,0,1,0,0,0,0,0,0,1,1,0
Region Nordjylland,Offence against and infringement of property,3,4,5,4,3,3,4,6,9,8,7,4
Region Nordjylland,"Other offences, total",95,98,113,89,113,89,104,105,140,119,139,121
Region Nordjylland,"Offences against public authority, etc.",14,22,21,16,19,15,22,18,20,22,41,28
Region Nordjylland,Offences by public servants,2,1,0,0,8,1,0,0,0,2,3,0
Region Nordjylland,Perjury,1,2,0,2,1,2,1,1,1,2,0,2
Region Nordjylland,Any other kind of false statement,15,16,11,21,20,20,21,23,17,20,20,18
Region Nordjylland,Offences concerning money and evidence,9,12,24,8,11,8,6,17,35,22,13,19
Region Nordjylland,"Trafficking of drugs, etc.",15,17,18,14,17,14,7,14,13,9,14,5
Region Nordjylland,Smuggling etc. of drugs,1,0,0,0,0,6,0,0,2,1,0,1
Region Nordjylland,General public offences etc.,5,1,0,1,0,1,6,2,4,9,15,17
Region Nordjylland,"Illegal trade, etc.",0,1,0,0,0,0,0,0,0,0,0,0
Region Nordjylland,Family relation offences,2,0,3,1,0,0,2,1,1,1,0,2
Region Nordjylland,Involuntary manslaughter etc. in connection with traffic accident,6,4,6,6,2,7,4,8,8,3,5,6
Region Nordjylland,Non-molestation order (Repealed in 2012),9,11,12,8,14,8,19,6,16,12,13,9
Region Nordjylland,Invasion of privacy and defamation,16,11,18,12,21,7,16,15,23,16,15,14
Region Nordjylland,"Special acts, total",1291,1440,1315,1394,1404,1364,1244,1316,1477,1851,1701,1382
Region Nordjylland,Euphoriants Act,254,274,238,248,313,270,263,246,360,321,332,278
Region Nordjylland,The Offensive Weapons Act,108,114,108,105,122,115,138,88,149,156,141,111
Region Nordjylland,"Tax legislation and fiscal acts, etc.",33,24,27,13,31,33,23,34,18,23,25,26
Region Nordjylland,Other special acts in criminal law,352,445,360,367,243,384,283,365,312,397,422,335
Region Nordjylland,Health and social security legislation,45,59,81,75,102,69,67,66,54,72,70,50
Region Nordjylland,Building and housing legislation,1,2,1,2,3,0,3,7,3,3,4,6
Region Nordjylland,The environmental protection act,33,45,45,39,57,68,64,47,80,69,83,43
Region Nordjylland,"Legislation on animals, hunting, etc.",218,246,258,266,274,236,283,259,261,296,316,259
Region Nordjylland,"Legislation on employment, transport, etc.",98,68,91,87,99,74,42,62,80,347,121,90
Region Nordjylland,The Companies Act,2,6,3,1,1,5,0,3,6,8,2,2
Region Nordjylland,Legislation on the national defence,54,52,25,71,41,37,7,46,45,54,60,50
Region Nordjylland,Legislation applying to public utilities,4,5,3,4,3,3,3,6,7,7,5,7
Region Nordjylland,"Legislation on gambling, licencing, trade",88,100,75,115,112,70,68,87,102,98,120,125
Region Nordjylland,Any other special legislation,1,0,0,1,3,0,0,0,0,0,0,0
Region Nordjylland,"Special legislation, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Brønderslev,"Nature of the offence, total",530,593,650,631,500,551,568,525,498,487,551,481
Brønderslev,"Penal Code, total",456,503,603,570,426,482,526,470,442,411,500,420
Brønderslev,"Penal code, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Brønderslev,"Sexual offenses, total",2,4,2,3,1,1,3,3,7,3,1,3
Brønderslev,"Incest, etc.",0,0,0,0,0,0,0,0,0,0,0,0
Brønderslev,"Rape, etc.",1,1,1,1,0,0,2,0,1,1,0,0
Brønderslev,Heterosexual offence against a child under 12 (Repealed in 2013),0,0,0,0,1,0,0,0,1,0,0,0
Brønderslev,Sexual offence against a child under 12 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Brønderslev,Any other kind of heterosexual offence (Repealed in 2013),0,0,1,0,0,1,0,0,0,0,0,1
Brønderslev,Sexual offence against a child under 15 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Brønderslev,Any other kind of sexual offence (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Brønderslev,Homosexual offence against a child under 12 (Repealed in 2013),0,0,0,0,0,0,0,0,0,0,0,0
Brønderslev,Any other kind of homosexual offence (Repealed in 2013),0,0,0,0,0,0,0,0,0,0,0,0
Brønderslev,Offence against public decency by groping,0,0,0,0,0,0,1,0,0,1,0,0
Brønderslev,Offence against public decency by indecent exposure,1,1,0,0,0,0,0,2,3,0,1,0
Brønderslev,Any other kind of offence against public decency,0,2,0,2,0,0,0,1,2,1,0,2
Brønderslev,"Prostitution, etc.",0,0,0,0,0,0,0,0,0,0,0,0
Brønderslev,"Crimes of violence, total",19,23,32,14,18,15,22,7,9,19,20,16
Brønderslev,Violence against public authority,5,2,4,4,1,4,4,0,0,2,9,5
Brønderslev,Unlawful assembly/disturbance of public order,0,0,0,0,0,0,0,0,0,0,0,0
Brønderslev,Homicide,0,0,0,0,0,0,0,0,0,0,0,0
Brønderslev,Attempted homicide,0,0,0,0,0,1,0,0,1,0,0,0
Brønderslev,Coercive control,0,0,0,0,0,0,0,0,0,0,0,0
Brønderslev,Common assault,9,17,23,3,12,8,10,5,4,6,7,8
Brønderslev,Assault causing actual bodily harm,0,1,0,3,0,1,2,1,0,0,1,1
Brønderslev,Particularly aggravated assault,0,0,0,0,0,0,0,0,0,0,0,0
Brønderslev,Unprovoked assault,0,0,0,0,0,0,0,0,0,0,0,0
Brønderslev,Any other kind of intentional trespass to the person,0,0,0,0,0,0,0,0,0,0,0,0
Brønderslev,Intentional bodily harm,0,0,0,0,0,0,0,0,0,0,0,0
Brønderslev,Causing death or bodily harm by negligence,0,0,0,0,0,0,0,0,0,0,0,0
Brønderslev,Offences against life and limb,1,1,0,1,0,0,0,0,0,1,0,0
Brønderslev,Offences against personal liberty,0,0,0,0,1,0,1,0,0,2,1,0
Brønderslev,Threats,4,2,5,3,4,1,5,1,4,8,2,2
Brønderslev,"Offences against property, total",430,471,562,550,404,455,497,454,421,384,474,396
Brønderslev,Forgery,2,2,1,3,1,1,0,3,0,0,0,0
Brønderslev,Cheque forgery,0,0,0,0,0,1,0,2,0,0,0,0
Brønderslev,Arson,0,0,0,2,2,2,3,3,4,4,1,0
Brønderslev,Burglary - business and community,44,53,73,93,52,45,77,60,56,45,77,44
Brønderslev,Residential burglaries,36,33,59,76,21,64,50,52,48,42,48,68
Brønderslev,Burglary (uninhabited buildings),14,22,22,20,20,15,12,7,24,15,29,12
Brønderslev,Theft from conveyances,37,67,74,45,38,31,27,28,18,26,25,15
Brønderslev,"Shoplifting, etc.",11,2,12,15,12,9,10,11,13,2,8,6
Brønderslev,Other kinds of theft,96,99,131,121,105,139,122,136,103,110,109,121
Brønderslev,Theft of/taking vehicle without the owners consent (TWOC),31,19,21,30,26,27,51,33,22,20,33,18
Brønderslev,Theft of/taking moped without the owners consent (TWOC),10,10,20,15,9,11,2,4,7,2,14,6
Brønderslev,Theft of/taking bicycle without the owners consent (TWOC),36,70,58,49,30,40,64,35,55,42,55,41
Brønderslev,Theft of/taking other objects without the owners consent (TWOC),12,16,20,19,16,17,26,16,20,18,23,16
Brønderslev,Theft by finding,1,1,1,1,0,2,1,3,0,1,0,0
Brønderslev,Embezzlement,3,0,1,0,0,0,0,0,0,0,0,0
Brønderslev,Fraud,22,10,5,3,4,5,9,6,8,11,16,14
Brønderslev,Fraud by cheque,0,0,1,0,0,0,0,0,1,0,0,0
Brønderslev,Fraud by abuse of position,1,0,0,0,0,0,0,0,0,0,1,0
Brønderslev,Blackmail and usury,0,0,0,0,0,0,1,0,0,0,0,0
Brønderslev,Fraud against creditors,0,0,0,0,0,1,0,0,0,0,1,0
Brønderslev,Handling stolen goods,5,4,2,3,0,4,4,0,3,1,4,1
Brønderslev,Robbery,0,2,0,2,5,2,2,6,1,1,3,5
Brønderslev,Aggravated tax evasion etc.,0,0,0,0,0,0,2,0,0,1,0,2
Brønderslev,Malicious damage to property,69,60,61,53,63,39,33,49,38,43,27,27
Brønderslev,Receiving stolen goods by negligence,0,0,0,0,0,0,0,0,0,0,0,0
Brønderslev,Offence against and infringement of property,0,1,0,0,0,0,1,0,0,0,0,0
Brønderslev,"Other offences, total",5,5,7,3,3,11,4,6,5,5,5,5
Brønderslev,"Offences against public authority, etc.",1,1,2,0,1,3,0,0,0,2,2,0
Brønderslev,Offences by public servants,0,0,0,0,0,0,0,0,0,0,0,0
Brønderslev,Perjury,0,0,0,0,0,0,0,0,0,0,0,0
Brønderslev,Any other kind of false statement,0,3,1,1,0,3,3,3,1,2,3,0
Brønderslev,Offences concerning money and evidence,0,0,0,0,0,0,0,0,0,1,0,0
Brønderslev,"Trafficking of drugs, etc.",0,1,0,0,0,0,0,2,0,0,0,0
Brønderslev,Smuggling etc. of drugs,0,0,0,0,0,4,0,0,1,0,0,0
Brønderslev,General public offences etc.,0,0,0,0,0,0,0,0,0,0,0,2
Brønderslev,"Illegal trade, etc.",0,0,0,0,0,0,0,0,0,0,0,0
Brønderslev,Family relation offences,1,0,0,0,0,0,0,0,1,0,0,0
Brønderslev,Involuntary manslaughter etc. in connection with traffic accident,2,0,2,1,0,0,0,0,0,0,0,2
Brønderslev,Non-molestation order (Repealed in 2012),0,0,1,0,1,0,0,0,1,0,0,0
Brønderslev,Invasion of privacy and defamation,1,0,1,1,1,1,1,1,1,0,0,1
Brønderslev,"Special acts, total",74,90,47,61,74,69,42,55,56,76,51,61
Brønderslev,Euphoriants Act,12,7,2,4,11,1,1,12,12,5,6,13
Brønderslev,The Offensive Weapons Act,7,6,6,6,11,8,5,6,10,9,2,9
Brønderslev,"Tax legislation and fiscal acts, etc.",4,2,3,3,4,6,1,0,0,0,2,1
Brønderslev,Other special acts in criminal law,18,30,11,18,14,24,11,13,12,25,4,13
Brønderslev,Health and social security legislation,6,4,4,2,5,5,6,2,1,1,0,3
Brønderslev,Building and housing legislation,0,0,0,0,0,0,0,1,0,0,0,0
Brønderslev,The environmental protection act,0,1,0,6,5,2,2,2,1,5,2,2
Brønderslev,"Legislation on animals, hunting, etc.",13,28,17,14,16,13,11,14,14,24,12,17
Brønderslev,"Legislation on employment, transport, etc.",6,3,2,5,5,6,3,2,3,4,22,1
Brønderslev,The Companies Act,0,3,0,0,0,0,0,1,1,3,0,0
Brønderslev,Legislation on the national defence,2,0,0,2,1,0,0,0,0,0,0,2
Brønderslev,Legislation applying to public utilities,0,0,0,0,0,0,2,0,0,0,0,0
Brønderslev,"Legislation on gambling, licencing, trade",5,6,2,1,2,4,0,2,2,0,1,0
Brønderslev,Any other special legislation,1,0,0,0,0,0,0,0,0,0,0,0
Brønderslev,"Special legislation, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Frederikshavn,"Nature of the offence, total",1223,1175,1217,1247,1266,1153,1406,1283,1514,1608,1486,1299
Frederikshavn,"Penal Code, total",1090,1002,1081,1091,1099,1031,1297,1154,1307,1244,1324,1157
Frederikshavn,"Penal code, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Frederikshavn,"Sexual offenses, total",4,7,8,2,6,3,8,6,6,4,7,5
Frederikshavn,"Incest, etc.",0,0,0,0,0,0,0,0,0,1,0,0
Frederikshavn,"Rape, etc.",1,2,2,1,1,0,4,1,1,0,1,2
Frederikshavn,Heterosexual offence against a child under 12 (Repealed in 2013),0,1,0,0,1,1,0,0,0,0,0,1
Frederikshavn,Sexual offence against a child under 12 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Frederikshavn,Any other kind of heterosexual offence (Repealed in 2013),0,0,3,0,0,1,1,1,1,2,1,0
Frederikshavn,Sexual offence against a child under 15 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Frederikshavn,Any other kind of sexual offence (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Frederikshavn,Homosexual offence against a child under 12 (Repealed in 2013),0,0,0,0,0,0,0,0,0,0,0,0
Frederikshavn,Any other kind of homosexual offence (Repealed in 2013),0,0,2,0,0,0,0,0,1,0,0,0
Frederikshavn,Offence against public decency by groping,0,0,1,0,0,1,0,4,2,0,3,1
Frederikshavn,Offence against public decency by indecent exposure,2,4,0,1,1,0,2,0,0,1,2,1
Frederikshavn,Any other kind of offence against public decency,1,0,0,0,1,0,1,0,1,0,0,0
Frederikshavn,"Prostitution, etc.",0,0,0,0,2,0,0,0,0,0,0,0
Frederikshavn,"Crimes of violence, total",32,50,40,42,45,35,35,32,41,24,51,44
Frederikshavn,Violence against public authority,1,7,4,5,9,9,2,3,5,3,6,5
Frederikshavn,Unlawful assembly/disturbance of public order,0,0,0,0,0,0,0,0,0,0,0,0
Frederikshavn,Homicide,0,0,0,1,0,0,0,0,0,1,0,0
Frederikshavn,Attempted homicide,0,2,0,0,0,0,0,0,0,1,0,0
Frederikshavn,Coercive control,0,0,0,0,0,0,0,0,0,0,0,0
Frederikshavn,Common assault,19,28,24,22,28,18,23,24,21,11,25,26
Frederikshavn,Assault causing actual bodily harm,3,3,2,4,2,1,5,1,3,0,3,2
Frederikshavn,Particularly aggravated assault,0,3,0,0,0,0,0,0,0,0,0,0
Frederikshavn,Unprovoked assault,0,0,0,0,0,0,0,0,0,0,0,0
Frederikshavn,Any other kind of intentional trespass to the person,0,0,0,0,0,0,0,0,0,0,0,0
Frederikshavn,Intentional bodily harm,0,0,0,0,0,0,0,0,0,0,0,0
Frederikshavn,Causing death or bodily harm by negligence,0,0,0,0,0,0,0,0,0,0,0,0
Frederikshavn,Offences against life and limb,2,1,0,1,0,1,0,0,1,1,0,0
Frederikshavn,Offences against personal liberty,0,0,0,0,1,0,0,0,1,1,0,1
Frederikshavn,Threats,7,6,10,9,5,6,5,4,10,6,17,10
Frederikshavn,"Offences against property, total",1043,934,1017,1035,1035,980,1243,1103,1235,1199,1245,1094
Frederikshavn,Forgery,4,3,2,3,0,1,1,3,1,0,2,1
Frederikshavn,Cheque forgery,0,0,0,1,0,0,0,0,1,2,1,0
Frederikshavn,Arson,1,1,1,0,3,2,4,1,7,1,3,2
Frederikshavn,Burglary - business and community,131,84,75,114,81,107,128,169,178,220,182,182
Frederikshavn,Residential burglaries,80,56,63,116,92,72,70,76,148,88,84,101
Frederikshavn,Burglary (uninhabited buildings),117,72,47,100,147,90,67,113,179,86,57,125
Frederikshavn,Theft from conveyances,71,62,102,101,71,74,113,73,58,54,65,77
Frederikshavn,"Shoplifting, etc.",28,23,39,47,29,28,40,37,55,38,39,39
Frederikshavn,Other kinds of theft,174,208,248,217,201,249,295,232,202,282,281,200
Frederikshavn,Theft of/taking vehicle without the owners consent (TWOC),33,27,42,33,64,39,71,77,53,58,43,40
Frederikshavn,Theft of/taking moped without the owners consent (TWOC),32,29,26,18,16,18,20,19,13,24,28,29
Frederikshavn,Theft of/taking bicycle without the owners consent (TWOC),182,197,221,148,177,199,259,159,168,204,271,152
Frederikshavn,Theft of/taking other objects without the owners consent (TWOC),44,36,36,25,20,19,57,36,36,38,40,38
Frederikshavn,Theft by finding,2,2,2,0,1,1,1,0,1,2,4,0
Frederikshavn,Embezzlement,1,0,0,2,0,0,0,1,0,2,1,0
Frederikshavn,Fraud,7,15,18,9,10,6,15,15,16,18,17,16
Frederikshavn,Fraud by cheque,1,0,1,0,2,0,0,1,0,2,0,0
Frederikshavn,Fraud by abuse of position,0,0,0,0,0,0,0,0,0,0,0,1
Frederikshavn,Blackmail and usury,1,1,0,1,0,0,0,0,0,0,0,1
Frederikshavn,Fraud against creditors,0,0,0,0,0,0,0,0,0,1,2,0
Frederikshavn,Handling stolen goods,1,5,2,0,3,3,2,3,7,3,10,10
Frederikshavn,Robbery,2,1,1,4,5,2,3,6,4,4,2,4
Frederikshavn,Aggravated tax evasion etc.,2,0,1,1,3,0,0,0,1,0,0,0
Frederikshavn,Malicious damage to property,129,110,90,94,110,70,97,81,107,71,111,76
Frederikshavn,Receiving stolen goods by negligence,0,0,0,0,0,0,0,0,0,1,1,0
Frederikshavn,Offence against and infringement of property,0,2,0,1,0,0,0,1,0,0,1,0
