REGION,TYPE OF OFFENCE,2007Q1,2007Q2,2007Q3,2007Q4,2008Q1,2008Q2,2008Q3,2008Q4,2009Q1,2009Q2,2009Q3,2009Q4
Lemvig,General public offences etc.,0,0,0,0,0,0,0,0,0,0,0,0
Lemvig,"Illegal trade, etc.",0,0,0,0,0,0,0,0,0,0,0,0
Lemvig,Family relation offences,0,0,0,0,0,0,0,0,0,0,1,0
Lemvig,Involuntary manslaughter etc. in connection with traffic accident,0,0,0,0,0,1,0,0,0,0,0,0
Lemvig,Non-molestation order (Repealed in 2012),0,0,0,0,0,0,0,0,0,0,0,2
Lemvig,Invasion of privacy and defamation,0,0,1,0,0,0,0,1,1,0,1,0
Lemvig,"Special acts, total",55,33,42,35,30,54,37,37,47,49,24,43
Lemvig,Euphoriants Act,17,2,3,4,7,8,2,4,10,13,2,7
Lemvig,The Offensive Weapons Act,3,1,4,2,5,6,11,1,9,8,3,3
Lemvig,"Tax legislation and fiscal acts, etc.",1,1,0,0,0,0,0,0,0,2,0,4
Lemvig,Other special acts in criminal law,4,2,4,4,2,4,2,7,2,3,1,2
Lemvig,Health and social security legislation,3,0,6,2,1,3,0,1,2,1,1,0
Lemvig,Building and housing legislation,0,0,0,0,1,0,0,0,0,0,0,0
Lemvig,The environmental protection act,3,2,3,4,2,5,2,3,3,3,3,1
Lemvig,"Legislation on animals, hunting, etc.",15,20,17,16,8,23,18,18,19,16,9,21
Lemvig,"Legislation on employment, transport, etc.",1,3,2,0,0,3,1,2,1,3,3,5
Lemvig,The Companies Act,0,0,0,0,0,0,0,0,0,0,1,0
Lemvig,Legislation on the national defence,0,0,0,0,0,0,0,1,0,0,0,0
Lemvig,Legislation applying to public utilities,0,0,0,0,0,0,0,0,0,0,0,0
Lemvig,"Legislation on gambling, licencing, trade",8,2,3,3,4,2,1,0,1,0,1,0
Lemvig,Any other special legislation,0,0,0,0,0,0,0,0,0,0,0,0
Lemvig,"Special legislation, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Ringkøbing-Skjern,"Nature of the offence, total",814,837,901,858,820,852,940,935,798,886,951,861
Ringkøbing-Skjern,"Penal Code, total",713,759,789,764,733,764,816,826,726,770,867,762
Ringkøbing-Skjern,"Penal code, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Ringkøbing-Skjern,"Sexual offenses, total",4,5,2,3,5,3,6,4,7,4,7,4
Ringkøbing-Skjern,"Incest, etc.",0,0,0,0,0,0,1,0,1,0,0,0
Ringkøbing-Skjern,"Rape, etc.",0,1,0,0,0,1,2,1,0,1,1,0
Ringkøbing-Skjern,Heterosexual offence against a child under 12 (Repealed in 2013),0,0,0,1,1,0,0,1,0,2,0,0
Ringkøbing-Skjern,Sexual offence against a child under 12 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Ringkøbing-Skjern,Any other kind of heterosexual offence (Repealed in 2013),1,2,0,1,1,1,1,0,2,0,2,1
Ringkøbing-Skjern,Sexual offence against a child under 15 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Ringkøbing-Skjern,Any other kind of sexual offence (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Ringkøbing-Skjern,Homosexual offence against a child under 12 (Repealed in 2013),0,0,0,0,0,0,0,0,1,0,0,0
Ringkøbing-Skjern,Any other kind of homosexual offence (Repealed in 2013),0,0,0,0,0,0,0,0,0,0,0,0
Ringkøbing-Skjern,Offence against public decency by groping,3,0,1,0,1,0,0,1,0,1,1,0
Ringkøbing-Skjern,Offence against public decency by indecent exposure,0,0,0,0,0,0,0,0,0,0,1,0
Ringkøbing-Skjern,Any other kind of offence against public decency,0,2,1,0,1,0,1,1,3,0,2,2
Ringkøbing-Skjern,"Prostitution, etc.",0,0,0,1,1,1,1,0,0,0,0,1
Ringkøbing-Skjern,"Crimes of violence, total",28,17,22,25,21,28,32,47,24,33,30,19
Ringkøbing-Skjern,Violence against public authority,1,0,2,4,0,1,2,2,5,6,2,1
Ringkøbing-Skjern,Unlawful assembly/disturbance of public order,0,0,0,0,0,0,0,0,0,0,0,0
Ringkøbing-Skjern,Homicide,0,0,0,0,0,0,0,0,0,0,0,0
Ringkøbing-Skjern,Attempted homicide,0,0,0,0,2,1,0,1,1,0,0,1
Ringkøbing-Skjern,Coercive control,0,0,0,0,0,0,0,0,0,0,0,0
Ringkøbing-Skjern,Common assault,19,15,14,18,13,15,21,27,13,14,16,13
Ringkøbing-Skjern,Assault causing actual bodily harm,0,1,1,2,1,4,3,3,2,6,4,1
Ringkøbing-Skjern,Particularly aggravated assault,0,1,0,0,0,0,0,0,0,0,0,0
Ringkøbing-Skjern,Unprovoked assault,0,0,0,0,0,0,0,0,0,0,0,0
Ringkøbing-Skjern,Any other kind of intentional trespass to the person,0,0,0,0,0,0,0,0,0,0,0,0
Ringkøbing-Skjern,Intentional bodily harm,0,0,0,0,0,0,0,0,0,0,0,0
Ringkøbing-Skjern,Causing death or bodily harm by negligence,0,0,0,0,0,0,0,0,1,1,0,0
Ringkøbing-Skjern,Offences against life and limb,0,0,0,0,2,0,1,6,0,0,0,0
Ringkøbing-Skjern,Offences against personal liberty,1,0,0,0,0,0,0,1,0,0,1,0
Ringkøbing-Skjern,Threats,7,0,5,1,3,7,5,7,2,6,7,3
Ringkøbing-Skjern,"Offences against property, total",666,724,761,730,697,728,763,761,690,726,822,732
Ringkøbing-Skjern,Forgery,1,3,7,2,1,0,1,2,0,4,0,5
Ringkøbing-Skjern,Cheque forgery,0,1,0,0,0,0,0,2,3,0,2,3
Ringkøbing-Skjern,Arson,1,1,2,1,0,3,1,0,1,0,4,1
Ringkøbing-Skjern,Burglary - business and community,50,41,36,71,56,61,47,68,68,67,82,72
Ringkøbing-Skjern,Residential burglaries,54,18,51,58,56,48,43,50,42,45,46,67
Ringkøbing-Skjern,Burglary (uninhabited buildings),36,42,26,62,50,37,29,46,66,46,76,61
Ringkøbing-Skjern,Theft from conveyances,30,75,87,79,63,77,66,79,42,68,62,92
Ringkøbing-Skjern,"Shoplifting, etc.",11,14,14,20,11,21,22,22,19,16,15,17
Ringkøbing-Skjern,Other kinds of theft,127,177,195,159,177,186,270,216,182,192,236,179
Ringkøbing-Skjern,Theft of/taking vehicle without the owners consent (TWOC),24,27,32,39,21,23,34,30,35,33,36,28
Ringkøbing-Skjern,Theft of/taking moped without the owners consent (TWOC),23,13,13,8,3,11,15,23,5,11,19,10
Ringkøbing-Skjern,Theft of/taking bicycle without the owners consent (TWOC),120,156,135,116,100,130,133,114,101,131,138,97
Ringkøbing-Skjern,Theft of/taking other objects without the owners consent (TWOC),23,15,24,26,24,19,25,23,15,29,21,14
Ringkøbing-Skjern,Theft by finding,1,0,0,0,5,2,1,1,0,0,1,1
Ringkøbing-Skjern,Embezzlement,0,0,2,1,0,0,1,0,1,1,0,1
Ringkøbing-Skjern,Fraud,13,11,7,7,2,9,11,7,20,11,11,12
Ringkøbing-Skjern,Fraud by cheque,0,1,0,0,0,4,0,0,0,0,2,0
Ringkøbing-Skjern,Fraud by abuse of position,0,0,0,0,0,0,0,0,0,0,0,1
Ringkøbing-Skjern,Blackmail and usury,0,0,0,0,0,0,2,0,0,1,0,1
Ringkøbing-Skjern,Fraud against creditors,1,0,0,0,0,0,0,0,0,0,0,0
Ringkøbing-Skjern,Handling stolen goods,2,2,1,1,0,3,3,2,4,1,7,0
Ringkøbing-Skjern,Robbery,2,0,2,5,2,0,0,4,1,1,1,3
Ringkøbing-Skjern,Aggravated tax evasion etc.,0,0,0,0,0,0,0,0,1,0,1,0
Ringkøbing-Skjern,Malicious damage to property,147,127,127,75,126,94,59,72,83,69,62,67
Ringkøbing-Skjern,Receiving stolen goods by negligence,0,0,0,0,0,0,0,0,0,0,0,0
Ringkøbing-Skjern,Offence against and infringement of property,0,0,0,0,0,0,0,0,1,0,0,0
Ringkøbing-Skjern,"Other offences, total",15,13,4,6,10,5,15,14,5,7,8,7
Ringkøbing-Skjern,"Offences against public authority, etc.",0,3,2,0,1,1,2,2,0,1,1,2
Ringkøbing-Skjern,Offences by public servants,0,0,0,0,0,0,2,1,0,0,0,0
Ringkøbing-Skjern,Perjury,0,0,0,0,0,0,0,0,0,0,1,0
Ringkøbing-Skjern,Any other kind of false statement,3,2,0,1,3,0,2,1,2,1,2,1
Ringkøbing-Skjern,Offences concerning money and evidence,2,1,0,1,0,0,1,0,0,1,0,0
Ringkøbing-Skjern,"Trafficking of drugs, etc.",6,3,0,2,4,4,2,3,0,1,2,2
Ringkøbing-Skjern,Smuggling etc. of drugs,0,0,0,0,0,0,2,3,0,0,0,0
Ringkøbing-Skjern,General public offences etc.,0,1,0,0,0,0,0,0,1,0,0,0
Ringkøbing-Skjern,"Illegal trade, etc.",0,0,0,0,0,0,0,0,0,0,0,0
Ringkøbing-Skjern,Family relation offences,0,0,0,0,0,0,0,0,0,0,0,0
Ringkøbing-Skjern,Involuntary manslaughter etc. in connection with traffic accident,1,2,2,2,1,0,2,2,2,2,1,2
Ringkøbing-Skjern,Non-molestation order (Repealed in 2012),0,1,0,0,0,0,2,0,0,0,0,0
Ringkøbing-Skjern,Invasion of privacy and defamation,3,0,0,0,1,0,0,2,0,1,1,0
Ringkøbing-Skjern,"Special acts, total",101,78,112,94,87,88,124,109,72,116,84,99
Ringkøbing-Skjern,Euphoriants Act,13,12,14,17,12,3,12,15,15,13,17,8
Ringkøbing-Skjern,The Offensive Weapons Act,6,8,2,11,5,7,21,21,9,26,9,6
Ringkøbing-Skjern,"Tax legislation and fiscal acts, etc.",2,1,2,0,2,4,3,0,0,2,1,3
Ringkøbing-Skjern,Other special acts in criminal law,26,12,26,14,20,18,29,17,14,19,5,25
Ringkøbing-Skjern,Health and social security legislation,6,2,4,3,3,3,3,4,6,4,6,1
Ringkøbing-Skjern,Building and housing legislation,0,0,0,0,1,0,0,0,0,0,2,1
Ringkøbing-Skjern,The environmental protection act,1,1,3,9,5,7,7,2,1,9,1,7
Ringkøbing-Skjern,"Legislation on animals, hunting, etc.",21,24,41,32,23,38,27,35,18,31,28,39
Ringkøbing-Skjern,"Legislation on employment, transport, etc.",8,14,9,4,10,3,16,7,3,5,4,8
Ringkøbing-Skjern,The Companies Act,0,0,1,0,0,0,0,0,0,1,0,0
Ringkøbing-Skjern,Legislation on the national defence,3,1,2,1,3,1,0,1,1,0,3,0
Ringkøbing-Skjern,Legislation applying to public utilities,1,0,0,0,0,0,0,5,0,0,0,0
Ringkøbing-Skjern,"Legislation on gambling, licencing, trade",14,3,8,3,3,4,6,2,5,6,8,1
Ringkøbing-Skjern,Any other special legislation,0,0,0,0,0,0,0,0,0,0,0,0
Ringkøbing-Skjern,"Special legislation, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Skive,"Nature of the offence, total",740,821,770,896,780,926,789,906,756,895,894,979
Skive,"Penal Code, total",606,658,641,688,620,744,688,749,655,727,814,864
Skive,"Penal code, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Skive,"Sexual offenses, total",7,3,5,6,7,15,3,2,4,3,7,5
Skive,"Incest, etc.",1,0,0,0,2,0,0,0,0,1,0,0
Skive,"Rape, etc.",1,2,1,0,0,2,0,0,0,1,1,0
Skive,Heterosexual offence against a child under 12 (Repealed in 2013),0,0,0,0,0,6,0,0,0,0,0,1
Skive,Sexual offence against a child under 12 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Skive,Any other kind of heterosexual offence (Repealed in 2013),1,0,1,1,0,1,0,0,2,0,1,0
Skive,Sexual offence against a child under 15 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Skive,Any other kind of sexual offence (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Skive,Homosexual offence against a child under 12 (Repealed in 2013),0,0,0,0,0,0,0,0,0,0,0,0
Skive,Any other kind of homosexual offence (Repealed in 2013),0,0,0,0,0,0,0,0,0,0,0,0
Skive,Offence against public decency by groping,0,0,1,1,2,1,1,1,0,0,2,2
Skive,Offence against public decency by indecent exposure,0,0,0,0,1,0,0,0,0,0,0,1
Skive,Any other kind of offence against public decency,0,0,1,3,2,4,0,0,1,1,3,1
Skive,"Prostitution, etc.",4,1,1,1,0,1,2,1,1,0,0,0
Skive,"Crimes of violence, total",30,30,33,39,40,46,28,53,44,32,23,35
Skive,Violence against public authority,2,1,0,5,0,4,0,6,4,5,2,1
Skive,Unlawful assembly/disturbance of public order,0,0,0,0,0,0,0,0,0,0,0,0
Skive,Homicide,0,0,0,0,0,0,0,0,0,0,0,1
Skive,Attempted homicide,1,0,1,1,2,1,1,0,0,0,0,0
Skive,Coercive control,0,0,0,0,0,0,0,0,0,0,0,0
Skive,Common assault,19,26,22,28,28,28,18,26,27,18,8,26
Skive,Assault causing actual bodily harm,4,1,3,3,4,2,3,5,2,5,4,3
Skive,Particularly aggravated assault,0,0,0,0,0,0,0,0,0,0,0,0
Skive,Unprovoked assault,0,0,0,0,0,0,0,0,0,0,0,0
Skive,Any other kind of intentional trespass to the person,0,0,0,0,0,0,0,0,0,0,0,0
Skive,Intentional bodily harm,0,0,0,0,0,0,0,0,0,0,0,0
Skive,Causing death or bodily harm by negligence,0,0,1,0,1,0,0,0,0,0,1,0
Skive,Offences against life and limb,0,1,4,1,0,0,0,2,1,2,2,0
Skive,Offences against personal liberty,0,0,0,0,0,0,0,0,0,0,0,0
Skive,Threats,4,1,2,1,5,11,6,14,10,2,6,4
Skive,"Offences against property, total",562,615,596,634,561,676,644,690,604,689,779,820
Skive,Forgery,2,0,2,1,3,1,0,4,3,3,2,1
Skive,Cheque forgery,5,1,0,0,1,0,1,0,0,0,1,0
Skive,Arson,3,1,1,1,18,2,0,0,1,0,0,1
Skive,Burglary - business and community,41,46,56,54,45,41,53,67,97,50,73,67
Skive,Residential burglaries,44,17,38,62,55,23,48,61,57,43,62,56
Skive,Burglary (uninhabited buildings),20,15,32,35,71,62,37,72,50,50,91,155
Skive,Theft from conveyances,51,107,53,31,46,49,58,64,25,51,64,72
Skive,"Shoplifting, etc.",17,17,23,35,25,37,27,32,33,24,15,27
Skive,Other kinds of theft,111,141,137,159,94,186,193,164,118,220,214,178
Skive,Theft of/taking vehicle without the owners consent (TWOC),23,38,32,21,21,30,23,23,29,24,35,39
Skive,Theft of/taking moped without the owners consent (TWOC),26,23,19,21,4,23,12,10,12,6,11,8
Skive,Theft of/taking bicycle without the owners consent (TWOC),87,111,97,93,60,98,88,80,74,103,86,67
Skive,Theft of/taking other objects without the owners consent (TWOC),15,18,22,16,16,21,34,20,19,27,37,34
Skive,Theft by finding,3,0,1,0,0,0,1,1,0,0,1,0
Skive,Embezzlement,0,2,2,0,0,0,0,1,0,0,0,0
Skive,Fraud,9,5,13,11,15,7,7,8,8,13,17,10
Skive,Fraud by cheque,0,0,1,0,0,0,1,2,0,0,0,0
Skive,Fraud by abuse of position,0,0,0,0,0,0,0,0,0,1,0,0
Skive,Blackmail and usury,0,0,0,0,0,0,0,1,0,0,0,0
Skive,Fraud against creditors,1,0,1,1,0,0,0,0,1,0,0,2
Skive,Handling stolen goods,6,1,2,2,1,2,0,3,6,0,1,1
Skive,Robbery,2,4,1,1,1,5,2,5,4,2,5,4
Skive,Aggravated tax evasion etc.,0,0,0,0,0,0,0,2,0,0,1,0
Skive,Malicious damage to property,95,67,63,89,85,89,59,70,66,70,63,97
Skive,Receiving stolen goods by negligence,0,0,0,0,0,0,0,0,0,0,0,0
Skive,Offence against and infringement of property,1,1,0,1,0,0,0,0,1,2,0,1
Skive,"Other offences, total",7,10,7,9,12,7,13,4,3,3,5,4
Skive,"Offences against public authority, etc.",0,2,0,0,1,1,1,0,1,0,1,1
Skive,Offences by public servants,0,0,0,0,0,0,0,1,0,0,0,0
Skive,Perjury,0,0,0,0,0,1,0,0,0,0,0,0
Skive,Any other kind of false statement,2,1,0,1,0,2,1,0,0,0,2,0
Skive,Offences concerning money and evidence,2,1,2,0,0,0,0,1,0,0,1,0
Skive,"Trafficking of drugs, etc.",1,2,0,2,3,1,0,2,2,1,1,1
Skive,Smuggling etc. of drugs,0,0,0,0,0,1,0,0,0,0,0,0
Skive,General public offences etc.,0,0,0,1,0,0,0,0,0,0,0,0
Skive,"Illegal trade, etc.",0,0,0,0,0,0,0,0,0,0,0,0
Skive,Family relation offences,0,0,0,0,0,1,0,0,0,0,0,0
Skive,Involuntary manslaughter etc. in connection with traffic accident,1,0,0,0,1,0,0,0,0,0,0,1
Skive,Non-molestation order (Repealed in 2012),0,3,5,4,6,0,10,0,0,1,0,0
Skive,Invasion of privacy and defamation,1,1,0,1,1,0,1,0,0,1,0,1
Skive,"Special acts, total",134,163,129,208,160,182,101,157,101,168,80,115
Skive,Euphoriants Act,43,42,18,55,38,74,23,37,25,45,2,14
Skive,The Offensive Weapons Act,5,8,7,9,8,12,12,12,7,24,12,7
Skive,"Tax legislation and fiscal acts, etc.",2,1,3,2,0,1,3,0,2,3,2,1
Skive,Other special acts in criminal law,29,54,47,68,49,47,23,42,28,41,27,53
Skive,Health and social security legislation,3,3,5,4,12,2,8,4,3,4,3,5
Skive,Building and housing legislation,2,0,0,0,0,0,0,0,0,0,0,0
Skive,The environmental protection act,3,4,0,0,9,3,0,10,4,7,2,1
Skive,"Legislation on animals, hunting, etc.",21,25,18,29,16,19,20,19,14,16,20,10
Skive,"Legislation on employment, transport, etc.",9,10,9,7,6,5,0,5,3,8,4,10
Skive,The Companies Act,0,0,0,0,1,1,0,0,0,2,0,1
Skive,Legislation on the national defence,2,3,0,3,0,0,0,0,0,0,4,2
Skive,Legislation applying to public utilities,0,0,0,0,0,0,2,0,1,0,0,0
Skive,"Legislation on gambling, licencing, trade",15,13,22,31,21,17,10,28,13,18,4,10
Skive,Any other special legislation,0,0,0,0,0,1,0,0,1,0,0,1
Skive,"Special legislation, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Struer,"Nature of the offence, total",267,274,230,333,353,365,389,352,310,320,365,353
Struer,"Penal Code, total",224,243,199,273,301,309,324,295,261,271,317,292
Struer,"Penal code, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Struer,"Sexual offenses, total",0,2,2,1,5,4,3,2,4,4,3,2
Struer,"Incest, etc.",0,0,0,0,0,0,0,0,0,1,0,0
Struer,"Rape, etc.",0,0,0,0,0,2,0,0,1,1,1,0
Struer,Heterosexual offence against a child under 12 (Repealed in 2013),0,0,0,0,0,1,0,0,0,2,0,0
Struer,Sexual offence against a child under 12 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Struer,Any other kind of heterosexual offence (Repealed in 2013),0,0,1,0,0,0,1,0,0,0,0,1
Struer,Sexual offence against a child under 15 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Struer,Any other kind of sexual offence (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Struer,Homosexual offence against a child under 12 (Repealed in 2013),0,0,0,0,0,0,0,0,0,0,0,0
Struer,Any other kind of homosexual offence (Repealed in 2013),0,0,0,0,0,0,0,0,0,0,0,0
Struer,Offence against public decency by groping,0,0,1,0,1,0,0,0,1,0,1,1
Struer,Offence against public decency by indecent exposure,0,0,0,0,0,0,1,1,0,0,0,0
Struer,Any other kind of offence against public decency,0,1,0,0,4,0,1,1,2,0,1,0
Struer,"Prostitution, etc.",0,1,0,1,0,1,0,0,0,0,0,0
Struer,"Crimes of violence, total",13,17,15,15,11,22,11,21,16,15,17,20
Struer,Violence against public authority,1,0,1,2,1,2,0,6,3,3,2,1
Struer,Unlawful assembly/disturbance of public order,0,0,0,0,0,0,0,0,0,0,0,0
Struer,Homicide,0,0,0,0,0,0,0,0,0,0,0,0
Struer,Attempted homicide,0,0,0,0,0,0,0,0,0,0,0,0
Struer,Coercive control,0,0,0,0,0,0,0,0,0,0,0,0
Struer,Common assault,6,10,9,8,10,14,6,5,6,4,9,15
Struer,Assault causing actual bodily harm,2,2,2,3,0,3,0,2,3,7,0,0
Struer,Particularly aggravated assault,0,0,0,0,0,0,0,0,0,0,0,0
Struer,Unprovoked assault,0,0,0,0,0,0,0,0,0,0,0,0
Struer,Any other kind of intentional trespass to the person,0,0,0,0,0,0,0,0,0,0,0,0
Struer,Intentional bodily harm,0,0,0,0,0,0,0,0,0,0,0,0
Struer,Causing death or bodily harm by negligence,0,0,0,0,0,0,0,0,0,0,0,0
Struer,Offences against life and limb,0,1,0,0,0,0,0,0,0,0,1,0
Struer,Offences against personal liberty,0,0,0,0,0,0,0,0,1,0,1,0
Struer,Threats,4,4,3,2,0,3,5,8,3,1,4,4
Struer,"Offences against property, total",207,221,174,248,279,282,307,263,232,246,293,267
Struer,Forgery,0,0,1,0,0,0,0,0,0,1,0,0
Struer,Cheque forgery,0,0,0,0,0,0,0,0,0,0,1,0
Struer,Arson,0,0,0,0,4,0,0,0,0,1,0,0
Struer,Burglary - business and community,11,16,9,17,26,17,23,20,28,19,28,35
Struer,Residential burglaries,11,9,13,26,31,11,15,16,18,9,33,11
Struer,Burglary (uninhabited buildings),12,17,3,12,14,8,9,10,19,14,17,20
Struer,Theft from conveyances,31,25,14,17,12,43,42,25,17,31,17,33
Struer,"Shoplifting, etc.",5,12,4,6,4,8,16,7,11,6,14,10
Struer,Other kinds of theft,39,45,55,62,68,82,87,73,61,59,71,60
Struer,Theft of/taking vehicle without the owners consent (TWOC),10,6,9,17,25,11,19,10,13,15,7,8
Struer,Theft of/taking moped without the owners consent (TWOC),14,11,4,4,8,7,6,7,0,2,4,3
Struer,Theft of/taking bicycle without the owners consent (TWOC),23,29,32,23,31,41,34,32,14,37,38,32
Struer,Theft of/taking other objects without the owners consent (TWOC),9,12,6,5,7,15,16,11,6,11,9,10
Struer,Theft by finding,1,0,0,1,1,0,0,0,0,1,0,0
Struer,Embezzlement,0,0,0,0,0,0,0,0,0,0,2,0
Struer,Fraud,2,0,0,6,9,2,3,6,5,3,5,6
Struer,Fraud by cheque,0,0,0,0,1,1,0,1,0,0,0,0
Struer,Fraud by abuse of position,3,0,0,0,0,0,0,0,0,0,0,0
Struer,Blackmail and usury,0,0,1,0,0,0,0,0,1,0,1,0
Struer,Fraud against creditors,0,0,0,0,0,0,0,0,0,0,0,0
Struer,Handling stolen goods,2,2,0,0,0,0,0,0,2,2,2,4
Struer,Robbery,0,0,1,2,1,1,2,0,1,1,1,2
Struer,Aggravated tax evasion etc.,0,1,0,0,0,0,0,0,0,0,1,0
Struer,Malicious damage to property,34,35,22,50,37,35,35,45,36,34,42,33
Struer,Receiving stolen goods by negligence,0,0,0,0,0,0,0,0,0,0,0,0
Struer,Offence against and infringement of property,0,1,0,0,0,0,0,0,0,0,0,0
Struer,"Other offences, total",4,3,8,9,6,1,3,9,9,6,4,3
Struer,"Offences against public authority, etc.",3,3,1,0,1,0,0,2,0,1,1,0
Struer,Offences by public servants,0,0,0,0,0,0,0,0,0,0,0,0
Struer,Perjury,0,0,0,0,0,0,0,0,0,0,0,0
Struer,Any other kind of false statement,0,0,3,1,1,0,1,0,0,2,1,1
Struer,Offences concerning money and evidence,0,0,4,4,0,0,0,0,0,2,0,0
Struer,"Trafficking of drugs, etc.",0,0,0,3,1,0,1,1,0,0,0,0
Struer,Smuggling etc. of drugs,0,0,0,0,0,0,0,0,0,0,0,0
Struer,General public offences etc.,0,0,0,0,0,0,0,0,0,0,0,1
Struer,"Illegal trade, etc.",0,0,0,0,0,0,0,0,0,0,0,0
Struer,Family relation offences,0,0,0,0,0,0,0,0,0,0,1,1
Struer,Involuntary manslaughter etc. in connection with traffic accident,0,0,0,0,1,0,0,1,1,0,0,0
Struer,Non-molestation order (Repealed in 2012),0,0,0,0,1,0,1,5,8,0,0,0
Struer,Invasion of privacy and defamation,1,0,0,1,1,1,0,0,0,1,1,0
Struer,"Special acts, total",43,31,31,60,52,56,65,57,49,49,48,61
Struer,Euphoriants Act,8,6,10,21,17,16,12,21,13,9,13,14
Struer,The Offensive Weapons Act,4,3,1,8,7,7,14,8,7,13,4,7
Struer,"Tax legislation and fiscal acts, etc.",1,2,0,0,0,2,2,0,2,0,0,2
Struer,Other special acts in criminal law,8,6,8,6,4,8,7,11,5,10,11,8
Struer,Health and social security legislation,2,1,0,1,3,2,7,1,4,0,2,2
Struer,Building and housing legislation,1,0,0,0,0,0,5,0,0,1,0,0
Struer,The environmental protection act,0,0,0,0,2,2,3,3,0,2,1,1
Struer,"Legislation on animals, hunting, etc.",11,9,9,9,8,14,9,4,10,10,12,21
Struer,"Legislation on employment, transport, etc.",8,1,3,3,4,2,1,0,0,1,1,4
Struer,The Companies Act,0,0,0,0,0,0,1,0,0,0,1,0
Struer,Legislation on the national defence,0,0,0,1,0,3,0,2,1,0,1,0
Struer,Legislation applying to public utilities,0,1,0,0,0,0,0,2,1,0,0,0
Struer,"Legislation on gambling, licencing, trade",0,2,0,10,7,0,4,5,6,3,2,2
Struer,Any other special legislation,0,0,0,1,0,0,0,0,0,0,0,0
Struer,"Special legislation, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Viborg,"Nature of the offence, total",1535,1523,1384,1655,1516,1493,1501,1551,1547,1483,1683,1693
Viborg,"Penal Code, total",1306,1247,1180,1444,1276,1194,1300,1315,1235,1238,1472,1479
Viborg,"Penal code, unspecified",0,0,0,0,0,0,0,0,0,0,0,0
Viborg,"Sexual offenses, total",17,13,6,6,7,4,5,11,12,18,9,8
Viborg,"Incest, etc.",0,0,0,0,0,0,0,0,0,0,0,0
Viborg,"Rape, etc.",3,2,3,3,1,1,2,3,2,3,2,2
Viborg,Heterosexual offence against a child under 12 (Repealed in 2013),0,1,0,1,1,0,0,0,0,1,0,0
Viborg,Sexual offence against a child under 12 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Viborg,Any other kind of heterosexual offence (Repealed in 2013),5,2,0,0,1,0,0,2,2,3,1,1
Viborg,Sexual offence against a child under 15 (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Viborg,Any other kind of sexual offence (New from 2013),0,0,0,0,0,0,0,0,0,0,0,0
Viborg,Homosexual offence against a child under 12 (Repealed in 2013),0,0,0,0,0,0,0,0,0,0,0,0
Viborg,Any other kind of homosexual offence (Repealed in 2013),0,0,0,0,0,0,0,0,0,0,0,0
Viborg,Offence against public decency by groping,0,5,0,0,0,0,0,4,7,3,1,4
Viborg,Offence against public decency by indecent exposure,2,1,2,0,3,1,1,0,0,3,1,1
Viborg,Any other kind of offence against public decency,6,1,1,1,1,1,1,0,1,0,1,0
Viborg,"Prostitution, etc.",1,1,0,1,0,1,1,2,0,5,3,0
Viborg,"Crimes of violence, total",59,72,62,47,60,82,62,76,51,50,43,55
Viborg,Violence against public authority,10,7,6,9,4,8,9,8,10,2,3,9
Viborg,Unlawful assembly/disturbance of public order,0,0,0,0,0,0,0,0,0,0,0,0
Viborg,Homicide,0,1,0,0,0,0,0,0,0,0,0,0
Viborg,Attempted homicide,0,0,0,1,1,0,0,0,2,0,0,1
Viborg,Coercive control,0,0,0,0,0,0,0,0,0,0,0,0
Viborg,Common assault,32,51,38,28,40,47,33,40,25,27,22,27
Viborg,Assault causing actual bodily harm,4,4,7,3,5,5,8,7,1,6,4,6
Viborg,Particularly aggravated assault,0,0,0,0,0,0,0,0,0,0,0,0
Viborg,Unprovoked assault,0,0,0,0,0,0,0,0,0,0,0,0
Viborg,Any other kind of intentional trespass to the person,0,0,0,0,0,0,0,0,0,0,0,0
Viborg,Intentional bodily harm,0,0,0,0,0,0,0,0,0,0,0,0
Viborg,Causing death or bodily harm by negligence,1,0,0,0,0,0,1,0,1,0,0,0
Viborg,Offences against life and limb,0,0,0,0,1,1,1,0,0,2,1,0
Viborg,Offences against personal liberty,0,0,2,0,0,1,1,0,2,1,1,0
Viborg,Threats,12,9,9,6,9,20,9,21,10,12,12,12
